id,unidade_consumidora,status,mes,valor_cobrado,valor_economia,valor_fatura_concessionaria
18124,93343892,PAGO,2023-05-01,548.03,55.32,925.91
18127,89014685,PAGO,2023-05-01,4005.21,400.58,6621.38
18261,2716585,VENCIDO,2023-05-01,200.94,22.31,0
18222,54085362,PAGO,2023-05-01,483.61,53.73,451.41
18449,41954507,PAGO,2023-05-01,1459.37,162.14,1842.46
18379,935040427,PAGO,2023-05-01,812.77,90.31,429.75
17442,53033431,PAGO,2023-05-01,1966.16,196.24,2154.1
17514,41971,PAGO,2023-05-01,934.32,92.71,274.02
17654,50604341,PAGO,2023-05-01,1755.84,239.38,1332.34
17888,4001777850,PAGO,2023-05-01,4098.08,670.24,3074.74
17962,25172751,PAGO,2023-05-01,1099.15,176.32,1554.04
18003,29868530,PAGO,2023-05-01,2721.04,269.01,803.72
17942,129283,PAGO,2023-05-01,1295.44,143.94,330.41
18258,2631369,PAGO,2023-05-01,3202.17,316.91,0
18378,947640818,PAGO,2023-05-01,1449.66,144.41,593.97
18390,926950444,PAGO,2023-05-01,2254.55,228.28,1892.9
17364,32480446,PAGO,2023-05-01,3245.79,327.31,599.83
17500,101884338,PAGO,2023-05-01,1049.37,105.49,1771.71
17529,308722,PAGO,2023-05-01,401.58,39.06,194.33
17630,73618373,PAGO,2023-05-01,743.38,77.04,1602.7
17692,54471467,PAGO,2023-05-01,368.18,40.91,2015.99
17387,51468163,PAGO,2023-05-01,369.99,35.54,230.45
17937,325880,PAGO,2023-05-01,939.61,104.4,308.32
18156,68092300,PAGO,2023-05-01,1839.81,182.2,0
18031,926558585,PAGO,2023-05-01,1055.71,117.29,494.09
17490,109061977,PAGO,2023-05-01,1034.5,103.83,2565.39
18362,924439598,PAGO,2023-05-01,1118.65,110.95,522.67
18346,19446182,PAGO,2023-05-01,243.31,,
19621,98001957,PAGO,2023-05-01,1103.99,122.65,445.2
17462,47713439,PAGO,2023-05-01,385.82,42.87,996.62
17515,50314580,PAGO,2023-05-01,869.4,85.49,1745.96
17480,78776287,PAGO,2023-05-01,561.86,56.87,1171.31
17534,187950,PAGO,2023-05-01,2554.36,250.48,690.37
18171,2152851,PAGO,2023-05-01,948.16,167.31,215.24
17969,2199947,PAGO,2023-05-01,2493.3,410.58,400.73
18070,6329578,PAGO,2023-05-01,172.26,13.57,148.71
18134,77186036,PAGO,2023-05-01,411.63,40.18,760.48
18131,92791085,PAGO,2023-05-01,1129.74,108.86,2193.34
17776,7251459,PAGO,2023-05-01,3523.88,352.65,1350.97
18344,27618936,PAGO,2023-05-01,7431.84,151.67,0
17402,46336690,PAGO,2023-05-01,263.46,29.26,1128.73
17548,89914929,PAGO,2023-05-01,3577.58,493.21,1286.31
18165,41341805,VENCIDO,2023-05-01,1553.98,274.24,0
17946,29111870,PAGO,2023-05-01,8807.46,1554.25,1716.4
17940,65625,PAGO,2023-05-01,342.95,38.1,0
18089,71816895,VENCIDO,2023-05-01,804.41,83.82,0
18292,9270,PAGO,2023-05-01,417.2,46.35,0
17476,55885497,PAGO,2023-05-01,822.29,80.25,1734.24
17839,32385036,PAGO,2023-05-01,921.19,102.35,0
17867,4000456463,PAGO,2023-05-01,1012.24,178.62,1019.25
17896,38456273,PAGO,2023-05-01,1788.15,297.89,1187.33
18634,46822986,PAGO,2023-05-01,1677.2,166.36,7410.76
18170,4003424535,PENDENTE,2023-05-01,946.11,166.96,0
17345,50485862,PAGO,2023-05-01,1021.58,102.39,370.04
17353,54256400,PAGO,2023-05-01,2141.89,214.65,673.97
17456,2396688,PAGO,2023-05-01,1906.31,189.59,607.68
17953,9182853,PAGO,2023-05-01,3074.42,507.24,447.18
18060,7219164,PAGO,2023-05-01,1680.82,164.52,2270.33
18040,948740500,PAGO,2023-05-01,1189.48,132.17,534.75
17552,39518299,PAGO,2023-05-01,3252.92,445.82,2230.31
18415,43299107,PAGO,2023-05-01,2241.99,360.35,0
19602,104225454,PAGO,2023-05-01,4529.69,799.35,0
18933,7174730,PAGO,2023-05-01,1752.12,309.18,328.16
17745,935138015,PAGO,2023-05-01,1084.73,109.42,499.87
17848,29079552,PAGO,2023-05-01,6160.09,684.45,0
17945,408719,PAGO,2023-05-01,331.08,36.79,150.84
18068,9474668,PAGO,2023-05-01,6677,630.77,9634.51
18192,10310229,PAGO,2023-05-01,1643.02,162.54,513.09
18273,23126745,PAGO,2023-05-01,2803.35,278.15,1307.93
18221,44954222,PAGO,2023-05-01,465.97,51.78,228.31
18687,77066120,PAGO,2023-05-01,674.81,74.97,942.9
19000,9761748,PAGO,2023-05-01,598.5,93.4,180.74
17366,50432661,PAGO,2023-05-01,989.5,98.82,491.63
17463,2232642,PAGO,2023-05-01,948.7,99.85,298.86
18048,21904414,PAGO,2023-05-01,25.01,0.09,5211.9
18136,85652504,PAGO,2023-05-01,532.13,53.57,1353.53
17740,935135318,PAGO,2023-05-01,1581.2,159.02,649.28
18363,948353643,PAGO,2023-05-01,1499.35,148.82,641.07
18420,27028713,PAGO,2023-05-01,2362.66,240.3,1488.12
18728,1031437932,VENCIDO,2023-05-01,112.66,12.75,373.02
17482,36056766,PAGO,2023-05-01,241.51,26.83,1085.87
17575,67296890,PAGO,2023-05-01,4653.65,467.08,2834.97
17503,45480737,PAGO,2023-05-01,3185.95,315.11,4623.4
17779,55865892,PAGO,2023-05-01,3954.74,394.97,1209.7
17632,100340920,PAGO,2023-05-01,1347.34,133.03,1882.4
17936,92134,VENCIDO,2023-05-01,783.87,87.09,222.27
17836,32007066,PAGO,2023-05-01,2026.49,225.15,0
17687,30367049,PAGO,2023-05-01,252.77,28.07,265.3
18447,18920344,PAGO,2023-05-01,1929.07,214.33,2527.53
17905,6556124,PAGO,2023-05-01,3260.74,534.24,577.8
17341,45958698,PAGO,2023-05-01,1538.46,154.26,348.17
17493,99279738,PAGO,2023-05-01,376.36,41.82,642.33
17747,935132463,PAGO,2023-05-01,291.69,32.35,233.63
17950,41817850,VENCIDO,2023-05-01,1498.5,264.44,740.24
17923,1117173,PAGO,2023-05-01,168.34,18.69,385.84
18141,536547,PAGO,2023-05-01,1161.03,112.34,2057.61
18234,61310875,PAGO,2023-05-01,431.24,47.91,232.07
18395,9448175,PAGO,2023-05-01,2516.52,257.38,967.36
18428,947081807,PAGO,2023-05-01,273.74,30.4,228.2
17545,95871845,PAGO,2023-05-01,504.64,69.66,255.05
17635,73508713,PAGO,2023-05-01,1540.99,154.56,584.68
17795,5188164,PAGO,2023-05-01,1292.8,138.08,492.57
18020,947849542,PAGO,2023-05-01,909.53,89.95,308.32
17640,91013682,PAGO,2023-05-01,742.87,76.99,1483.41
18096,82698406,PAGO,2023-05-01,848.5,88.73,0
18242,103073353,PAGO,2023-05-01,1003.71,99.29,0
18087,83341870,PAGO,2023-05-01,5341.74,537.97,0
18425,926311571,PAGO,2023-05-01,1212.57,120.27,537.81
17360,44667150,PAGO,2023-05-01,2677.98,267.54,791.08
19206,1686,PAGO,2023-05-01,260.43,28.94,2106.38
17736,92518330,PAGO,2023-05-01,5831.08,581.24,2882.89
17731,935203744,PAGO,2023-05-01,1433.99,142.66,604.52
17913,4000948863,PAGO,2023-05-01,5011.22,825.51,2870.75
17929,1605410,PAGO,2023-05-01,1099.73,122.19,1818.33
17865,42157627,PAGO,2023-05-01,1570.37,157.82,0
17864,25327497,PAGO,2023-05-01,580.74,58.97,0
18052,7729979,PAGO,2023-05-01,1083.53,109.28,1532.75
18295,102474354,PAGO,2023-05-01,1323.14,175.85,691.22
17510,109427351,PAGO,2023-05-01,1326.14,130.68,2444.04
18225,3059855,PAGO,2023-05-01,883.85,98.2,0
17344,1191110,PAGO,2023-05-01,475.75,47.29,215.31
17383,22900560,PAGO,2023-05-01,3241.17,321.24,4021.56
17446,46068483,PAGO,2023-05-01,843.44,88.14,1617.85
17770,43942620,PAGO,2023-05-01,320.81,30.09,608.94
18017,924698557,PAGO,2023-05-01,1347.22,133.03,578.14
18235,30355036,PAGO,2023-05-01,115.89,12.87,98.66
18232,61310433,PAGO,2023-05-01,1336.39,132.94,1429.13
17782,47445329,PAGO,2023-05-01,479,47.66,441.9
17708,50322114,PAGO,2023-05-01,433.49,76.49,709.36
18218,52630886,PAGO,2023-05-01,393.83,43.76,124.12
17411,897493,PAGO,2023-05-01,4725.45,473.95,1205.24
17434,18781700,PAGO,2023-05-01,2968.47,296.5,762.17
17467,42645737,PAGO,2023-05-01,843.44,88.14,1790.96
17887,4001777849,PAGO,2023-05-01,854.46,139.02,545.8
17825,31145082,PAGO,2023-05-01,1281.63,125.73,0
18099,82269670,PAGO,2023-05-01,442.9,43.66,757.6
18174,38989,PAGO,2023-05-01,8948.9,883.21,2218.11
18236,67714420,PAGO,2023-05-01,767.09,85.23,333.28
18306,45995240,PAGO,2023-05-01,19065.21,428.87,43839.12
17483,84183977,PAGO,2023-05-01,1064.76,107.2,2828.58
17737,935169465,PAGO,2023-05-01,452.82,44.74,255.27
17642,56756747,PAGO,2023-05-01,196.39,21.82,618.31
17910,8652767,PAGO,2023-05-01,1248.31,122.01,471.95
17996,920129151,PAGO,2023-05-01,2439.99,271.1,476.82
17975,4001535003,PAGO,2023-05-01,1094.15,181.32,1043.05
18014,926461111,PAGO,2023-05-01,1526.34,152.93,632.6
18074,9182020,PAGO,2023-05-01,5037.79,889.01,4507.87
18430,923147192,PAGO,2023-05-01,126.52,14.06,132.09
18919,4002304037,PAGO,2023-05-01,1597.07,281.83,966.18
17358,42857122,PAGO,2023-05-01,315.82,35.09,658.31
17445,23073153,PAGO,2023-05-01,1999.82,199.98,3699.55
17496,78921201,PAGO,2023-05-01,682.88,70.31,621.61
17780,6319297,PAGO,2023-05-01,3141.81,310.19,5699.46
17750,923114648,PAGO,2023-05-01,1568.89,157.65,645.52
17693,26735840,PAGO,2023-05-01,3287.42,365.26,6972.45
17914,8261563,PAGO,2023-05-01,6659.52,1092.84,1455.02
17961,4000504309,PAGO,2023-05-01,3726.67,610.59,6094.04
18139,80588565,PAGO,2023-05-01,1220.51,118.95,1794.08
18093,58054588,PAGO,2023-05-01,782.74,75.86,0
18153,85027049,PAGO,2023-05-01,928.88,92.1,0
18392,947922752,PAGO,2023-05-01,969.44,96.59,417.84
18419,28704267,PAGO,2023-05-01,3255.63,322.84,0
17629,54244045,PAGO,2023-05-01,1442.78,160.32,2366.91
18440,48712789,PAGO,2023-05-01,805.3,89.47,2159.09
17730,946360806,PAGO,2023-05-01,1153.58,117.07,491.04
17633,79816525,PAGO,2023-05-01,270.73,30.08,645.68
17884,4002304051,PAGO,2023-05-01,1895.61,310.99,1014.1
17802,9974997,PAGO,2023-05-01,2006.21,217.36,2413.87
18107,77814479,PAGO,2023-05-01,638.26,65.37,2705.37
18162,25486136,PAGO,2023-05-01,4827.7,851.92,0
18062,3338975,PAGO,2023-05-01,1524.62,152.72,3919.65
18038,935132851,PAGO,2023-05-01,2214.97,246.09,856.48
17698,31016339,PAGO,2023-05-01,451.41,79.65,1460.17
18435,44337827,PAGO,2023-05-01,402.37,44.71,1757.56
17398,53059651,PAGO,2023-05-01,263.46,29.26,505.5
17578,92652247,PAGO,2023-05-01,172.81,19.19,1640.6
17766,51063104,PAGO,2023-05-01,531.34,53.48,9946.42
17947,4001507815,PAGO,2023-05-01,5720.75,1009.53,5372.61
17992,3913,PAGO,2023-05-01,1046.36,116.26,0
18066,29920842,PAGO,2023-05-01,726.41,75.15,1208.86
18137,1098047,PAGO,2023-05-01,1356.91,134.1,3220.15
18161,70064750,PAGO,2023-05-01,77.91,1.84,125.66
18123,69341435,PAGO,2023-05-01,955.15,100.57,1592.98
17715,916471,PAGO,2023-05-01,938.62,165.63,0
17711,24820785,PAGO,2023-05-01,703.21,124.08,2223.68
18394,927206770,PAGO,2023-05-01,479.73,53.29,225.04
17685,48061540,PAGO,2023-05-01,875.49,91.71,1865.35
18286,10588396,PAGO,2023-05-01,1720.06,303.54,323.37
18641,3914232,PAGO,2023-05-01,499.63,55.51,0
17951,8396280,PAGO,2023-05-01,1372.5,242.19,1670.84
24216,935103951,PAGO,2023-05-01,28804.11,3172.91,0
17659,22931393,PAGO,2023-05-01,3626.23,179.65,1238.77
17651,41607848,PAGO,2023-05-01,934.93,128.19,757.4
17646,61752843,PAGO,2023-05-01,285.98,42.73,224.84
17976,4001731526,PAGO,2023-05-01,1261.48,204.96,246.51
18164,9364293,PAGO,2023-05-01,6524.11,1151.32,0
17840,32385052,PAGO,2023-05-01,1088.93,121,0
17883,4002239024,PAGO,2023-05-01,1614.89,261.46,2340.56
17871,11924837,PAGO,2023-05-01,2025.31,333.87,509.69
18047,31004993,PAGO,2023-05-01,25.01,3.6,1964.39
18043,7259824,PAGO,2023-05-01,2082.92,209.21,3038.64
18185,21818330,PAGO,2023-05-01,526.36,58.48,495.01
17530,415332,PAGO,2023-05-01,879.99,86.67,363.98
17554,71668004,PAGO,2023-05-01,815.42,116.1,450.15
17556,104333588,PAGO,2023-05-01,4880.34,671.76,1717.6
17494,1746570,PAGO,2023-05-01,1522.52,152.51,3303.29
17894,4002103086,PAGO,2023-05-01,589.5,0.56,170.94
17973,35516020,PAGO,2023-05-01,12409.19,2172.21,13291.06
17939,220434,PAGO,2023-05-01,1236.65,137.41,368.17
18095,95700943,PAGO,2023-05-01,306,28.44,0
18399,924787343,PAGO,2023-05-01,3449.55,349.95,1165.69
18448,29375542,PAGO,2023-05-01,1073.54,119.28,1897.69
18524,366552,PAGO,2023-05-01,719.03,107.44,1
17562,100177921,PAGO,2023-05-01,116.99,17.45,140.46
17563,96663936,PAGO,2023-05-01,289.48,43.24,212.4
17504,3303659,PAGO,2023-05-01,452.77,50.3,892.37
17941,22110,PAGO,2023-05-01,439.38,48.82,123.71
18045,50220923,PAGO,2023-05-01,898.98,94.33,5941.6
18122,106738747,PAGO,2023-05-01,103.98,11.56,96.31
18092,106521438,PAGO,2023-05-01,698.26,72.03,0
18190,10131472,PAGO,2023-05-01,2436,241.76,828.03
18329,37968890,PAGO,2023-05-01,1129.11,125.46,0
18216,42931888,PAGO,2023-05-01,3144.03,311.55,7308.66
18333,31173728,PAGO,2023-05-01,5061.52,103.3,0
17395,32263330,PAGO,2023-05-01,346.28,38.48,223.07
17454,1026186,PAGO,2023-05-01,3300.12,330,637.03
17576,94956847,PAGO,2023-05-01,1105.25,111.69,577.96
17560,70581401,PAGO,2023-05-01,1308.21,178.22,522.26
17508,44386222,PAGO,2023-05-01,1050.4,105.6,2511.49
17915,30415802,VENCIDO,2023-05-01,175.19,25.02,824.58
17853,4000884389,PAGO,2023-05-01,5904.02,971.29,2507.24
18039,924403784,PAGO,2023-05-01,2839.09,315.45,1036.21
18927,41962109,PAGO,2023-05-01,2376.89,419.45,391.72
17577,86722620,PAGO,2023-05-01,856.56,84.07,326.49
17650,101474750,PAGO,2023-05-01,807.99,114.99,354.68
17743,993298032,PAGO,2023-05-01,1761.97,173.54,616.11
17694,40465103,PAGO,2023-05-01,848.03,94.24,1301.18
17847,5653193,PAGO,2023-05-01,575.74,63.97,0
18013,935215789,PAGO,2023-05-01,791.5,87.95,325.44
18203,42415898,PAGO,2023-05-01,216.96,24.1,0
17684,3249980,PAGO,2023-05-01,350.55,38.96,603.35
17673,26891329,PAGO,2023-05-01,1288.56,137.61,2562.67
18638,23586843,PAGO,2023-05-01,408.79,45.42,0
19622,63229633,PAGO,2023-05-01,144.61,16.05,87.61
18263,7915098,PAGO,2023-05-01,1409.17,139.89,0
17507,84708719,PAGO,2023-05-01,848.49,88.73,1454.64
17729,946360780,VENCIDO,2023-05-01,895.02,93.89,411.96
17769,52029864,PAGO,2023-05-01,426.08,41.78,564.26
17797,52693438,PAGO,2023-05-01,584.26,59.36,872.93
18155,1492632,PAGO,2023-05-01,789.02,82.11,0
18100,37650971,PAGO,2023-05-01,271.12,24.57,550.14
18108,99132435,PAGO,2023-05-01,1613.8,162.64,4433.87
18042,30883810,PAGO,2023-05-01,2351.66,239.08,2749.7
18194,4837118,PAGO,2023-05-01,2021.2,202.35,2389.06
18247,23783096,PAGO,2023-05-01,1765.21,196.13,0
17415,1131729,PAGO,2023-05-01,526.34,58.48,10331.76
18358,935041458,PAGO,2023-05-01,293.88,32.65,178.86
17689,44100762,PAGO,2023-05-01,1040.27,104.46,3025.05
18215,41942673,PAGO,2023-05-01,1004.46,100.5,2032.63
18653,1019827062,VENCIDO,2023-05-01,1026.95,159.93,1446.54
18931,6556124,PAGO,2023-05-01,3198.61,564.46,577.8
17357,20109866,PAGO,2023-05-01,2820.44,280.05,2511.39
17451,8106525,PAGO,2023-05-01,641.97,65.77,703.48
17565,79531466,PAGO,2023-05-01,533.78,59.31,516.97
17666,10991315,PAGO,2023-05-01,1884.95,187.2,519.41
17960,4001963394,PAGO,2023-05-01,7580.17,1220.01,1794.28
17995,935133958,PAGO,2023-05-01,1102.72,122.53,508.4
17709,49361335,PAGO,2023-05-01,1032.28,182.16,1907.43
18457,31052475,PAGO,2023-05-01,1527.21,169.68,1955.04
18690,102447152,PAGO,2023-05-01,1191.95,117.88,967.26
18715,3657094,PAGO,2023-05-01,2888.91,320.99,0
18719,9568477,PAGO,2023-05-01,1412.29,156.89,0
19545,52051584,PAGO,2023-05-01,229.77,25.53,3802.28
17401,23779,PAGO,2023-05-01,263.46,29.26,447.23
17394,35874,PAGO,2023-05-01,263.46,29.26,472.25
17505,18060234,PAGO,2023-05-01,593.14,60.35,1305.29
17815,50023699,VENCIDO,2023-05-01,961.58,95.73,0
17806,40842209,PAGO,2023-05-01,692.17,71.34,298.51
17796,55457484,PAGO,2023-05-01,423.4,41.47,244.56
18044,44876248,PAGO,2023-05-01,25.01,0.35,5263.64
18150,96390280,PAGO,2023-05-01,2209.9,217.76,0
18112,97436127,PAGO,2023-05-01,930.41,92.26,1619.02
18030,938001046,PAGO,2023-05-01,1577.95,175.33,652.84
18081,102033366,PAGO,2023-05-01,682.88,70.32,0
18276,11432611,PAGO,2023-05-01,25.01,0,0
18343,54608845,PAGO,2023-05-01,9119.34,186.1,22857.97
17675,21175501,PAGO,2023-05-01,1221.75,130.2,2657.82
18223,42586935,PAGO,2023-05-01,261.85,29.09,598.09
18532,40252436,PAGO,2023-05-01,49.59,0,1
17741,926372144,PAGO,2023-05-01,1585.69,159.51,611.02
17986,947785621,PAGO,2023-05-01,1740.13,171.14,696.06
17804,24443485,PAGO,2023-05-01,737.63,76.41,260.38
18128,103384650,PAGO,2023-05-01,228.56,19.84,188.58
18193,22108921,PAGO,2023-05-01,3871.79,383.54,970.75
18180,9500499,PAGO,2023-05-01,1631.83,144.65,524.08
18213,24642151,PAGO,2023-05-01,826.13,91.8,2388.33
17716,22084305,PAGO,2023-05-01,907.92,160.22,0
18357,26743923,PAGO,2023-05-01,613.44,68.16,303.82
18446,41783346,PAGO,2023-05-01,4781.52,531.27,3089.7
17377,29341079,PAGO,2023-05-01,2447.27,244.14,1538.83
17470,2421844,PAGO,2023-05-01,25.01,0.81,3957.18
17520,92661149,PAGO,2023-05-01,959.13,95.46,1814.82
18169,8260672,PAGO,2023-05-01,6845.64,1208.04,0
17435,94781,PAGO,2023-05-01,765.06,73.9,1136.79
17803,48872700,PAGO,2023-05-01,373.18,35.9,734.42
17390,46517415,PAGO,2023-05-01,521.2,52.35,261.39
17882,35022230,PAGO,2023-05-01,2261.45,0.6,333.95
18163,4002178520,PAGO,2023-05-01,686.94,121.22,0
18138,37141961,PAGO,2023-05-01,1236.41,120.71,1859.95
17544,18101933,PAGO,2023-05-01,8866,1209.86,3758.04
18187,10565367,PAGO,2023-05-01,9263.29,918.13,12391.84
17781,11516904,PAGO,2023-05-01,320.83,30.09,323.47
18297,97306541,PAGO,2023-05-01,5822.92,772.38,0
17699,4646193,PAGO,2023-05-01,497.97,87.88,1160.19
17690,43536168,PAGO,2023-05-01,2644.12,260.45,909.82
17356,45402630,PAGO,2023-05-01,1037.06,104.1,464.26
17751,926414946,PAGO,2023-05-01,1264.95,123.87,553.13
17385,2859858,PAGO,2023-05-01,741.01,71.22,319.52
17893,167410,PAGO,2023-05-01,1302.58,212.21,5811.45
18121,60164794,PAGO,2023-05-01,741.32,76.82,1215.89
18053,22634054,PAGO,2023-05-01,4121.69,407.97,4991.42
18059,23837110,PAGO,2023-05-01,4965.61,496.18,5887.8
18239,91991650,VENCIDO,2023-05-01,364.57,40.51,0
18686,52670686,PAGO,2023-05-01,437.91,48.65,418.65
18649,4000797554,PAGO,2023-05-01,3715.4,655.75,0
17405,43893033,PAGO,2023-05-01,54.18,04.01,2564.53
17464,56497919,PAGO,2023-05-01,284.82,31.65,766.03
17443,20609400,PAGO,2023-05-01,322.76,35.87,184.33
17564,91304326,PAGO,2023-05-01,258.43,38.6,3673.47
18012,935116169,PAGO,2023-05-01,254.13,28.24,149.74
17805,23693348,PAGO,2023-05-01,4736.93,470.76,8332.79
18177,28720033,PAGO,2023-05-01,2754.6,270.52,787.79
18214,51153820,PAGO,2023-05-01,425.89,47.33,0
18383,935162775,PAGO,2023-05-01,48.12,01.02,65.39
18463,28869338,PAGO,2023-05-01,2131.72,333.82,168.24
18219,19662624,PAGO,2023-05-01,5504.13,544.9,1319.24
19109,945359775,PAGO,2023-05-01,7031.33,217.46,4641.6
17461,23734150,PAGO,2023-05-01,1320.8,130.09,536.47
17455,41399953,PAGO,2023-05-01,605.63,61.74,212.26
17874,4001777996,PAGO,2023-05-01,790.76,127.77,569.43
17873,27763099,PAGO,2023-05-01,2004.08,330.13,1043.53
17800,18047772,PAGO,2023-05-01,531.34,53.48,15884.7
18067,11320929,PAGO,2023-05-01,1797.84,177.54,833.23
17413,1450328,PAGO,2023-05-01,474,52.66,705.88
18290,6627102,PAGO,2023-05-01,9899.27,1099.92,0
18267,31113083,PAGO,2023-05-01,318.49,35.39,0
17506,85720100,PAGO,2023-05-01,210.75,23.42,665.04
17744,926017194,PAGO,2023-05-01,756.21,78.45,1016.78
17855,4000133414,PAGO,2023-05-01,1526.02,245.77,383.82
18115,82347620,PAGO,2023-05-01,245.49,21.72,0
18129,64641740,PAGO,2023-05-01,915.03,90.55,2839.03
18201,28790066,PAGO,2023-05-01,674.93,74.96,0
18245,43137956,PAGO,2023-05-01,932.29,103.58,0
18275,31059623,PAGO,2023-05-01,593.26,44.42,0
18416,28575661,PAGO,2023-05-01,346.72,61.18,764.37
18529,47791103,PAGO,2023-05-01,479.36,71.62,1708.89
18332,56251995,PAGO,2023-05-01,2051.55,41.87,4762.37
20735,68160038,PAGO,2023-05-01,1001.39,111.26,343.88
20975,6681689,PAGO,2023-05-01,108.25,12.03,477.52
17570,1262599,PAGO,2023-05-01,1010.9,101.21,1454.63
17739,930303440,PAGO,2023-05-01,1145.71,110.63,422.94
17948,7994966,VENCIDO,2023-05-01,780.78,137.76,245.57
17384,26538696,PAGO,2023-05-01,961.71,95.74,397
17605,4387619,PAGO,2023-05-01,1273.78,130.41,943.94
17981,34762400,PAGO,2023-05-01,443.33,72.34,345.08
18126,27230520,PAGO,2023-05-01,879.78,92.19,1510.87
18088,82385432,PAGO,2023-05-01,1019.13,102.12,0
18023,935132968,PAGO,2023-05-01,1120.08,124.45,513.66
18125,93675399,PAGO,2023-05-01,396.24,38.47,528.17
18272,26128196,PAGO,2023-05-01,872.09,96.89,1462.98
18259,1657127,PAGO,2023-05-01,6613.3,657.01,0
18359,935062181,PAGO,2023-05-01,1480.89,146.77,618.47
18220,26644658,PAGO,2023-05-01,1795.78,178.41,10001.22
18534,11063420,PAGO,2023-05-01,10,-0.1,1
18716,77989015,PAGO,2023-05-01,63.25,0,0
17439,47015782,PAGO,2023-05-01,676.17,69.57,1064.39
17586,108154050,PAGO,2023-05-01,248.69,27.63,161.9
17824,25825357,PAGO,2023-05-01,5647.28,560.8,0
17972,4000762921,PAGO,2023-05-01,1208.05,195.53,755.1
17997,935387471,PAGO,2023-05-01,5504.64,611.62,969.88
18076,8837708,PAGO,2023-05-01,3717.31,655.99,2636.3
18197,3491730,PAGO,2023-05-01,390.11,43.32,209.35
18412,928947711,PAGO,2023-05-01,3078.42,308.72,0
17680,21928615,PAGO,2023-05-01,493.41,49.27,1160.64
18441,43202820,PAGO,2023-05-01,502.84,55.86,664.99
17469,46693116,PAGO,2023-05-01,1050.42,105.59,2451.18
17498,36134740,PAGO,2023-05-01,668.52,68.72,4293.91
17512,87693534,PAGO,2023-05-01,225.62,25.06,432.9
17574,37145703,PAGO,2023-05-01,1454.31,144.92,2826.36
17879,34410430,PAGO,2023-05-01,3418.3,556.17,1691.92
17830,7716885,PAGO,2023-05-01,2204.76,244.96,0
18120,53687159,PAGO,2023-05-01,1158.61,117.61,2011.82
18438,18157276,PAGO,2023-05-01,1296.74,128.25,398.37
19107,402966,PAGO,2023-05-01,2898.8,74.33,2736.31
17589,57313318,PAGO,2023-05-01,2703.01,266.99,1182.87
17511,107699915,PAGO,2023-05-01,376.36,41.82,952.71
17720,923410707,PAGO,2023-05-01,6860.17,651.14,1172.65
17794,326941,PAGO,2023-05-01,823.06,91.45,280.17
17827,40461442,PAGO,2023-05-01,4946.4,494.03,0
17926,26175011,PAGO,2023-05-01,221.78,24.64,810.99
17837,32385087,PAGO,2023-05-01,1395.8,155.09,0
17980,4000770914,PAGO,2023-05-01,158.86,28.04,127.31
17877,34920706,PAGO,2023-05-01,664.07,105.41,444.74
18037,935149749,PAGO,2023-05-01,3221.96,357.99,1152.6
18035,948072102,PAGO,2023-05-01,514.43,57.15,656.96
18354,935140441,PAGO,2023-05-01,672.27,74.71,339.92
18921,4000456462,PAGO,2023-05-01,141.95,25.04,0
18252,31573017,PAGO,2023-05-01,1279.92,126.66,3409.75
17399,44809427,PAGO,2023-05-01,478.98,47.67,844.96
17458,2421852,PAGO,2023-05-01,2833.22,281.46,596.16
17663,47221986,PAGO,2023-05-01,2465.98,246.23,858.35
19544,22749765,PAGO,2023-05-01,178.48,19.83,2815.91
17403,18432099,PAGO,2023-05-01,1120.6,107.84,1450.44
18427,1463764,PAGO,2023-05-01,440.47,48.94,0
17371,42880566,PAGO,2023-05-01,478,48.66,1196.03
17517,79180140,PAGO,2023-05-01,315.86,35.09,855.42
17870,35046856,PAGO,2023-05-01,853.37,144.7,366.23
17899,9119043,PAGO,2023-05-01,981.16,161.38,648.35
17829,23736861,PAGO,2023-05-01,590.36,65.59,0
17373,44254549,PAGO,2023-05-01,3119.15,313.24,1127.72
18241,55259685,PAGO,2023-05-01,365.61,40.61,0
17417,18166607,PAGO,2023-05-01,1049.88,105.54,571.65
17683,7741430,PAGO,2023-05-01,239.41,26.59,491.61
18429,925565714,PAGO,2023-05-01,389.04,43.22,238.01
18345,27965652,PAGO,2023-05-01,4376.96,89.33,8268.02
18424,40099379,PAGO,2023-05-01,1328.86,196.86,5822.7
17664,54669607,PAGO,2023-05-01,2801.75,277.98,1331.69
17643,65702522,PAGO,2023-05-01,19.81,0,83.38
17860,4000289659,PAGO,2023-05-01,4310.41,707.7,3117.06
18151,22804153,PAGO,2023-05-01,1000.28,105.59,0
18034,926679092,PAGO,2023-05-01,437.18,48.57,292.7
17712,55494290,PAGO,2023-05-01,240.04,42.35,356.74
18413,48467270,VENCIDO,2023-05-01,1793.85,281.25,0
18352,945054392,PAGO,2023-05-01,300.6,33.39,196.75
18396,923563364,PAGO,2023-05-01,1396.48,138.5,560.73
18325,66104700,PAGO,2023-05-01,214.33,23.81,219.47
18527,9626069,VENCIDO,2023-05-01,1055.3,157.69,4043.62
18975,4002103087,PAGO,2023-05-01,253.99,44.83,1588.82
17697,9676074,PAGO,2023-05-01,568.04,63.11,1034.26
20737,99520206,PAGO,2023-05-01,269.09,29.9,145.47
17444,4637704,PAGO,2023-05-01,368.72,40.96,812.05
17526,13367790,PAGO,2023-05-01,879.36,92.16,337.15
